path,label
./webcam_data/rock/rock_62.jpg,rock
./webcam_data/rock/rock_13.jpg,rock
./webcam_data/rock/rock_58.jpg,rock
./webcam_data/rock/rock_17.jpg,rock
./webcam_data/rock/rock_54.jpg,rock
./webcam_data/rock/rock_32.jpg,rock
./webcam_data/rock/rock_81.jpg,rock
./webcam_data/rock/rock_56.jpg,rock
./webcam_data/rock/rock_2.jpg,rock
./webcam_data/rock/rock_85.jpg,rock
./webcam_data/rock/rock_10.jpg,rock
./webcam_data/rock/rock_74.jpg,rock
./webcam_data/rock/rock_96.jpg,rock
./webcam_data/rock/rock_51.jpg,rock
./webcam_data/rock/rock_99.jpg,rock
./webcam_data/rock/rock_35.jpg,rock
./webcam_data/rock/rock_94.jpg,rock
./webcam_data/rock/rock_91.jpg,rock
./webcam_data/rock/rock_0.jpg,rock
./webcam_data/rock/rock_8.jpg,rock
./webcam_data/rock/rock_55.jpg,rock
./webcam_data/rock/rock_7.jpg,rock
./webcam_data/rock/rock_82.jpg,rock
./webcam_data/rock/rock_60.jpg,rock
./webcam_data/rock/rock_75.jpg,rock
./webcam_data/paper/paper_98.jpg,paper
./webcam_data/paper/paper_34.jpg,paper
./webcam_data/paper/paper_4.jpg,paper
./webcam_data/paper/paper_74.jpg,paper
./webcam_data/paper/paper_17.jpg,paper
./webcam_data/paper/paper_3.jpg,paper
./webcam_data/paper/paper_10.jpg,paper
./webcam_data/paper/paper_76.jpg,paper
./webcam_data/paper/paper_79.jpg,paper
./webcam_data/paper/paper_44.jpg,paper
./webcam_data/paper/paper_93.jpg,paper
./webcam_data/paper/paper_53.jpg,paper
./webcam_data/paper/paper_31.jpg,paper
./webcam_data/paper/paper_84.jpg,paper
./webcam_data/paper/paper_88.jpg,paper
./webcam_data/paper/paper_33.jpg,paper
./webcam_data/paper/paper_94.jpg,paper
./webcam_data/paper/paper_89.jpg,paper
./webcam_data/paper/paper_6.jpg,paper
./webcam_data/paper/paper_2.jpg,paper
./webcam_data/paper/paper_57.jpg,paper
./webcam_data/paper/paper_16.jpg,paper
./webcam_data/paper/paper_78.jpg,paper
./webcam_data/paper/paper_15.jpg,paper
./webcam_data/paper/paper_60.jpg,paper
./webcam_data/scissors/scissors_87.jpg,scissors
./webcam_data/scissors/scissors_16.jpg,scissors
./webcam_data/scissors/scissors_6.jpg,scissors
./webcam_data/scissors/scissors_98.jpg,scissors
./webcam_data/scissors/scissors_76.jpg,scissors
./webcam_data/scissors/scissors_90.jpg,scissors
./webcam_data/scissors/scissors_26.jpg,scissors
./webcam_data/scissors/scissors_95.jpg,scissors
./webcam_data/scissors/scissors_60.jpg,scissors
./webcam_data/scissors/scissors_57.jpg,scissors
./webcam_data/scissors/scissors_55.jpg,scissors
./webcam_data/scissors/scissors_63.jpg,scissors
./webcam_data/scissors/scissors_54.jpg,scissors
./webcam_data/scissors/scissors_86.jpg,scissors
./webcam_data/scissors/scissors_33.jpg,scissors
./webcam_data/scissors/scissors_25.jpg,scissors
./webcam_data/scissors/scissors_31.jpg,scissors
./webcam_data/scissors/scissors_27.jpg,scissors
./webcam_data/scissors/scissors_99.jpg,scissors
./webcam_data/scissors/scissors_58.jpg,scissors
./webcam_data/scissors/scissors_13.jpg,scissors
./webcam_data/scissors/scissors_39.jpg,scissors
./webcam_data/scissors/scissors_74.jpg,scissors
./webcam_data/scissors/scissors_4.jpg,scissors
./webcam_data/scissors/scissors_2.jpg,scissors
